订单ID,用户ID,商品ID,下单时间,数量,支付金额,支付方式,订单状态
order_5862,user_5688,item_367,2025-06-10 12:44:41,2,933.82,支付宝,已完成
order_5863,user_711,item_50,2025-02-19 03:04:27,2,22.48,支付宝,已退款
order_5864,user_9752,item_413,2024-10-19 04:16:20,4,883.2,信用卡,已完成
order_5865,user_8540,item_288,2024-10-30 17:28:02,4,818.68,支付宝,已完成
order_5866,user_6245,item_311,2024-07-18 21:22:56,2,21.7,微信,已完成
order_5867,user_8647,item_285,2025-02-24 17:58:29,3,1439.4,信用卡,已完成
order_5868,user_1179,item_250,2025-05-09 12:35:39,4,2879.8,信用卡,已完成
order_5869,user_2066,item_427,2024-06-30 16:39:35,3,899.94,信用卡,已完成
order_5870,user_1298,item_5,2025-05-12 15:14:58,1,157.14,信用卡,已完成
order_5871,user_8307,item_213,2024-11-11 16:59:30,1,410.74,微信,已完成
order_5872,user_6652,item_183,2024-09-19 19:28:57,2,1075.42,微信,已完成
order_5873,user_3050,item_134,2025-04-06 08:11:04,2,1773.72,微信,已完成
order_5874,user_1134,item_192,2024-10-13 06:32:47,2,1141.88,微信,已完成
order_5875,user_7889,item_394,2024-09-03 06:56:25,4,684.96,支付宝,已完成
order_5876,user_4353,item_176,2024-10-04 01:37:20,1,387.68,微信,已完成
order_5877,user_6644,item_78,2024-07-02 17:24:35,3,2873.91,信用卡,已完成
order_5878,user_1101,item_377,2025-01-21 08:28:27,1,519.36,信用卡,已取消
order_5879,user_7332,item_153,2025-03-08 22:17:33,1,879.4,微信,已完成
order_5880,user_2147,item_1,2025-05-29 17:49:35,4,3336.72,信用卡,已完成
order_5881,user_1727,item_255,2025-04-24 20:52:03,1,383.67,微信,已退款
order_5882,user_7764,item_357,2025-06-26 07:55:13,1,625.84,微信,已完成
order_5883,user_7401,item_487,2025-04-25 18:33:31,3,2262.12,支付宝,已完成
order_5884,user_1974,item_72,2025-02-08 04:02:13,3,1164.06,微信,已完成
order_5885,user_3324,item_19,2024-08-06 23:46:00,2,1747.42,支付宝,已完成
order_5886,user_1007,item_289,2025-04-03 06:47:21,2,1235.74,支付宝,已完成
order_5887,user_3349,item_129,2025-04-12 06:43:36,4,1080.64,微信,已完成
order_5888,user_1289,item_397,2025-03-20 21:20:56,4,2167.76,信用卡,已完成
order_5889,user_4585,item_335,2024-11-21 23:58:09,3,2528.43,支付宝,已完成
order_5890,user_1093,item_417,2025-03-07 13:44:12,4,3887.72,微信,已完成
order_5891,user_7453,item_198,2024-10-04 14:16:45,3,259.65,微信,已完成
order_5892,user_8805,item_290,2025-05-30 12:52:36,2,1600.28,支付宝,已完成
order_5893,user_3429,item_436,2025-02-24 20:31:54,3,2712.36,支付宝,已完成
order_5894,user_4931,item_164,2025-02-27 23:48:17,3,1761.18,支付宝,已完成
order_5895,user_1790,item_98,2025-02-16 08:31:17,4,3420.48,信用卡,已完成
order_5896,user_1559,item_498,2025-01-26 14:12:06,1,763.6,微信,已完成
order_5897,user_7263,item_462,2024-09-14 17:11:23,3,77.76,微信,已退款
order_5898,user_9506,item_296,2025-05-09 21:12:53,1,223.65,支付宝,已完成
order_5899,user_1693,item_422,2024-12-15 09:06:37,3,2183.67,微信,已完成
order_5900,user_351,item_434,2024-09-20 08:09:12,2,1907.78,支付宝,已完成
order_5901,user_7366,item_4,2024-10-30 13:59:56,1,260.34,支付宝,已完成
order_5902,user_7911,item_454,2024-10-09 00:59:08,2,638.8,微信,已完成
order_5903,user_6302,item_429,2024-09-13 20:18:28,2,812.54,信用卡,已完成
order_5904,user_4424,item_301,2025-02-07 13:08:53,3,1830.09,微信,已完成
order_5905,user_1813,item_354,2025-02-26 05:48:58,3,2104.89,微信,已完成
order_5906,user_5457,item_450,2025-05-06 08:15:55,4,3286.72,微信,已完成
order_5907,user_9058,item_145,2025-05-25 22:51:04,2,481.18,信用卡,已完成
order_5908,user_2192,item_240,2025-04-15 01:09:49,2,1197.22,微信,已取消
order_5909,user_8716,item_226,2024-11-27 05:38:05,2,683.6,支付宝,已完成
order_5910,user_8488,item_178,2024-08-26 02:19:56,2,1139.96,支付宝,已完成
order_5911,user_888,item_155,2024-12-16 21:11:27,3,618.3,微信,已完成
order_5912,user_7922,item_228,2024-09-24 15:27:53,1,969.71,支付宝,已完成
order_5913,user_1570,item_67,2025-04-06 01:59:18,4,1554.52,信用卡,已退款
order_5914,user_7108,item_217,2025-04-04 17:07:33,3,2288.34,支付宝,已完成
order_5915,user_7352,item_91,2024-12-12 03:55:22,4,2016.36,信用卡,已完成
order_5916,user_4649,item_373,2024-11-16 19:37:21,2,785.8,支付宝,已退款
order_5917,user_2014,item_180,2024-08-23 06:13:24,3,2416.74,信用卡,已取消
order_5918,user_6646,item_20,2025-06-12 00:27:54,3,898.26,支付宝,已完成
order_5919,user_2356,item_329,2024-12-29 16:18:59,1,348.75,微信,已完成
order_5920,user_9121,item_4,2024-08-02 00:54:45,3,1289.97,微信,已完成
order_5921,user_4534,item_107,2025-01-05 06:20:30,4,2363.44,支付宝,已完成
order_5922,user_8028,item_372,2024-09-05 03:28:38,4,2111.84,微信,已完成
order_5923,user_8501,item_344,2024-12-22 01:28:29,2,757.1,支付宝,已完成
order_5924,user_5667,item_228,2024-09-06 12:14:05,3,1243.77,支付宝,已完成
order_5925,user_7540,item_118,2025-05-09 09:34:22,3,570.75,微信,已完成
order_5926,user_4229,item_353,2025-05-27 13:21:12,3,389.52,信用卡,已取消
order_5927,user_5104,item_65,2024-09-03 01:07:04,2,1503.78,信用卡,已完成
order_5928,user_8351,item_317,2024-09-07 23:57:02,2,733.58,信用卡,已完成
order_5929,user_3176,item_482,2025-02-02 21:14:45,4,1096.2,微信,已完成
order_5930,user_3624,item_171,2025-01-03 03:36:40,4,1323.64,支付宝,已完成
order_5931,user_2982,item_491,2025-04-05 22:53:41,2,932.74,支付宝,已退款
order_5932,user_6481,item_134,2024-09-04 17:09:37,4,959.44,信用卡,已完成
order_5933,user_3770,item_99,2025-03-05 03:23:06,4,3948.6,信用卡,已完成
order_5934,user_1814,item_448,2024-10-14 04:29:29,4,1809.24,微信,已退款
order_5935,user_156,item_455,2024-07-04 19:49:25,2,494.22,支付宝,已完成
order_5936,user_8046,item_253,2024-10-25 02:33:05,2,1768.68,信用卡,已完成
order_5937,user_2989,item_84,2024-08-28 22:09:37,1,562.61,微信,已取消
order_5938,user_2625,item_455,2025-06-05 10:48:18,1,876.31,信用卡,已退款
order_5939,user_5004,item_18,2024-09-03 16:15:07,4,3268.48,微信,已完成
order_5940,user_4608,item_110,2025-05-10 03:17:36,2,1511.32,微信,已退款
order_5941,user_3076,item_25,2024-11-26 17:50:02,2,964.82,微信,已完成
order_5942,user_7841,item_280,2025-03-20 14:22:18,4,285.8,信用卡,已完成
order_5943,user_6111,item_155,2025-02-17 16:57:39,4,2403.24,微信,已完成
order_5944,user_891,item_17,2024-09-07 14:31:08,1,69.07,微信,已完成
order_5945,user_6740,item_340,2024-07-23 15:00:28,3,2309.76,微信,已完成
order_5946,user_6187,item_207,2024-08-21 09:22:26,2,22.26,支付宝,已完成
order_5947,user_3093,item_328,2024-07-24 15:11:27,1,401.11,支付宝,已取消
order_5948,user_6149,item_260,2024-12-09 05:56:18,1,599.5,信用卡,已完成
order_5949,user_1162,item_156,2024-09-29 21:34:48,4,2618.56,信用卡,已完成
order_5950,user_5261,item_278,2024-12-20 08:46:52,2,1028.62,信用卡,已完成
order_5951,user_5073,item_113,2025-06-14 17:21:51,2,1096.02,支付宝,已取消
order_5952,user_5256,item_372,2025-03-04 04:35:28,2,1224.82,微信,已完成
order_5953,user_6388,item_306,2024-11-29 23:15:38,3,2104.56,支付宝,已完成
order_5954,user_5166,item_252,2024-08-04 13:53:43,1,391.27,信用卡,已完成
order_5955,user_2559,item_455,2025-04-03 22:40:42,3,1885.59,信用卡,已完成
order_5956,user_8907,item_258,2025-01-17 05:34:50,1,39.47,信用卡,已完成
order_5957,user_6514,item_56,2024-08-18 23:17:46,4,3469.24,支付宝,已完成
order_5958,user_4906,item_125,2025-04-04 21:35:09,3,1663.26,微信,已完成
order_5959,user_569,item_415,2025-04-14 02:17:43,4,1948.76,信用卡,已完成
order_5960,user_4254,item_174,2025-05-06 10:41:12,3,831.06,信用卡,已完成
order_5961,user_2822,item_262,2024-07-01 05:31:32,2,396.9,支付宝,已完成
order_5962,user_7477,item_238,2025-02-15 22:45:06,3,534.9,微信,已完成
order_5963,user_4246,item_347,2024-08-04 09:11:56,4,901.0,信用卡,已完成
order_5964,user_4271,item_37,2024-11-20 09:42:00,3,2969.07,微信,已退款
order_5965,user_6083,item_220,2024-11-22 18:41:59,3,558.18,信用卡,已完成
order_5966,user_6501,item_253,2024-07-04 16:44:05,3,623.58,支付宝,已完成
order_5967,user_6948,item_93,2024-08-08 09:15:14,3,2168.55,支付宝,已完成
order_5968,user_4482,item_412,2025-05-13 15:46:01,1,696.49,信用卡,已取消
order_5969,user_5841,item_235,2024-07-01 21:57:46,1,222.18,微信,已完成
order_5970,user_8414,item_103,2025-04-19 03:28:43,2,899.78,微信,已完成
order_5971,user_6771,item_188,2025-05-15 04:37:45,2,744.92,微信,已取消
order_5972,user_3622,item_111,2025-03-03 22:39:26,4,2801.4,支付宝,已完成
order_5973,user_6914,item_167,2025-06-24 15:28:35,1,498.36,支付宝,已完成
order_5974,user_8715,item_355,2024-07-13 15:20:07,2,1566.46,微信,已完成
order_5975,user_3501,item_488,2024-08-16 23:38:47,4,2181.2,微信,已完成
order_5976,user_7979,item_154,2024-10-01 02:22:21,4,654.16,支付宝,已完成
order_5977,user_6995,item_291,2025-04-21 17:39:54,1,474.69,支付宝,已完成
order_5978,user_5965,item_379,2024-07-29 02:48:56,2,574.26,信用卡,已完成
order_5979,user_2749,item_43,2024-10-08 14:23:16,4,2533.08,支付宝,已完成
order_5980,user_3580,item_281,2024-08-21 01:06:31,3,1925.55,微信,已完成
order_5981,user_4232,item_153,2025-06-26 04:01:10,2,1493.1,微信,已完成
order_5982,user_9503,item_249,2025-02-25 07:17:41,1,918.9,支付宝,已完成
order_5983,user_3354,item_379,2025-02-14 12:40:20,2,296.76,信用卡,已完成
order_5984,user_2704,item_191,2024-07-01 21:26:55,3,2901.03,信用卡,已完成
order_5985,user_9756,item_147,2025-04-30 09:21:21,2,340.36,微信,已退款
order_5986,user_3494,item_490,2024-06-30 07:13:38,4,2618.16,支付宝,已完成
order_5987,user_2615,item_337,2025-04-30 02:27:40,2,512.26,信用卡,已完成
order_5988,user_3682,item_479,2024-08-06 22:47:57,2,662.64,微信,已完成
order_5989,user_6403,item_42,2025-01-23 06:54:17,2,247.02,信用卡,已完成
order_5990,user_7335,item_216,2025-04-08 12:53:29,2,551.96,信用卡,已完成
order_5991,user_4319,item_423,2025-05-10 10:20:28,2,697.22,支付宝,已完成
order_5992,user_8614,item_224,2024-11-05 01:40:16,2,970.32,支付宝,已完成
order_5993,user_7496,item_2,2025-05-23 19:34:37,2,684.32,微信,已完成
order_5994,user_1592,item_500,2025-03-28 09:36:51,4,2896.16,支付宝,已完成
order_5995,user_1879,item_129,2024-07-29 15:34:53,2,124.86,信用卡,已完成
order_5996,user_6454,item_74,2024-09-13 05:25:22,1,505.99,信用卡,已完成
order_5997,user_1346,item_488,2024-08-19 17:22:01,3,2277.48,信用卡,已完成
order_5998,user_932,item_240,2024-12-30 05:32:17,3,1878.78,信用卡,已完成
order_5999,user_9364,item_117,2025-04-17 16:18:09,2,395.96,信用卡,已完成
order_6000,user_344,item_138,2025-01-31 05:48:08,1,242.8,支付宝,已完成
order_6001,user_9465,item_40,2025-06-08 05:19:44,1,587.29,微信,已完成
order_6002,user_9598,item_439,2024-12-16 05:04:08,2,1759.68,信用卡,已完成
order_6003,user_9857,item_455,2025-05-09 08:19:57,4,628.8,信用卡,已完成
order_6004,user_1989,item_337,2024-08-29 00:15:54,4,3927.96,微信,已退款
order_6005,user_2764,item_148,2024-10-24 00:41:03,2,885.44,支付宝,已完成
order_6006,user_2325,item_68,2024-11-02 11:50:29,4,677.84,支付宝,已完成
order_6007,user_5864,item_152,2024-12-29 15:23:53,2,1198.26,微信,已退款
order_6008,user_2727,item_428,2024-08-25 15:49:01,2,1511.68,信用卡,已完成
order_6009,user_8216,item_437,2024-09-29 08:06:42,3,2070.9,信用卡,已完成
order_6010,user_3583,item_466,2024-07-18 08:26:45,3,2330.94,信用卡,已完成
order_6011,user_1889,item_287,2025-01-23 17:40:55,3,222.18,微信,已完成
order_6012,user_7421,item_177,2025-03-22 09:56:24,2,989.58,信用卡,已完成
order_6013,user_1431,item_466,2024-10-08 12:31:30,4,1664.24,信用卡,已完成
order_6014,user_607,item_60,2025-02-25 08:14:26,4,1005.56,微信,已完成
order_6015,user_9542,item_445,2025-01-23 18:29:17,1,385.09,微信,已完成
order_6016,user_1975,item_19,2024-08-13 10:47:44,3,713.25,微信,已完成
order_6017,user_4253,item_184,2024-07-04 21:19:14,1,149.73,信用卡,已完成
order_6018,user_7497,item_295,2025-05-13 00:30:21,3,1605.33,微信,已完成
order_6019,user_3736,item_447,2024-07-13 22:39:34,3,2955.81,微信,已完成
order_6020,user_8389,item_27,2024-08-05 13:57:24,4,2528.04,微信,已完成
order_6021,user_7168,item_223,2025-01-24 04:04:51,4,584.16,支付宝,已取消
order_6022,user_2119,item_138,2024-10-19 21:27:06,4,1210.4,信用卡,已完成
order_6023,user_7356,item_423,2024-08-05 11:38:01,3,2200.29,信用卡,已完成
order_6024,user_5279,item_110,2025-01-11 07:34:10,2,64.68,支付宝,已完成
order_6025,user_6347,item_426,2025-06-05 22:01:31,2,288.78,支付宝,已完成
order_6026,user_8655,item_335,2025-05-17 12:14:19,1,990.02,微信,已完成
order_6027,user_9315,item_185,2024-12-04 22:22:56,2,1518.92,信用卡,已完成
order_6028,user_8237,item_273,2024-08-20 17:38:48,3,2987.79,支付宝,已完成
order_6029,user_1290,item_319,2024-06-27 02:55:49,3,2591.85,信用卡,已完成
order_6030,user_4630,item_215,2025-06-15 21:39:39,3,272.34,信用卡,已完成
order_6031,user_1243,item_145,2024-09-21 18:23:41,4,3232.72,微信,已完成
order_6032,user_4616,item_122,2024-07-05 23:21:10,4,2440.48,信用卡,已完成
order_6033,user_9868,item_180,2024-09-22 16:24:50,2,1915.32,信用卡,已完成
order_6034,user_694,item_256,2024-12-09 12:50:21,4,2157.56,信用卡,已完成
order_6035,user_2347,item_238,2024-11-23 07:40:44,4,3302.56,微信,已完成
order_6036,user_4430,item_201,2024-08-22 21:17:50,4,621.6,信用卡,已退款
order_6037,user_6252,item_108,2024-11-10 20:44:08,4,1301.88,微信,已完成
order_6038,user_8492,item_434,2025-03-08 04:05:21,4,592.96,信用卡,已完成
order_6039,user_5249,item_363,2024-10-16 01:14:56,4,1826.52,支付宝,已完成
order_6040,user_7086,item_433,2024-09-22 09:02:37,3,1286.82,微信,已取消
order_6041,user_4591,item_260,2025-06-19 14:25:50,1,16.44,支付宝,已完成
order_6042,user_4954,item_470,2025-06-03 00:25:48,4,2181.6,信用卡,已完成
order_6043,user_864,item_23,2025-03-19 10:52:54,4,3192.32,信用卡,已完成
order_6044,user_1932,item_211,2024-11-23 01:43:14,4,2129.0,支付宝,已完成
order_6045,user_4581,item_313,2025-03-20 08:46:27,1,204.18,信用卡,已完成
order_6046,user_8398,item_413,2025-06-05 01:12:46,1,74.26,信用卡,已完成
order_6047,user_724,item_370,2025-03-31 06:32:40,2,1292.0,微信,已完成
order_6048,user_8243,item_217,2025-05-12 04:33:33,3,713.07,支付宝,已完成
order_6049,user_6778,item_390,2025-06-11 19:18:22,4,591.68,支付宝,已退款
order_6050,user_8630,item_226,2024-08-09 07:22:24,4,1880.32,信用卡,已完成
order_6051,user_2247,item_376,2025-01-03 15:44:55,4,1535.44,支付宝,已完成
order_6052,user_5507,item_393,2024-08-31 12:03:12,1,28.94,微信,已完成
order_6053,user_3719,item_22,2024-08-08 10:11:14,3,2951.07,信用卡,已完成
order_6054,user_9350,item_39,2024-09-21 20:20:58,2,1561.58,信用卡,已完成
order_6055,user_354,item_194,2024-08-05 03:53:57,2,638.88,微信,已完成
order_6056,user_6506,item_474,2024-10-14 02:20:52,4,1578.32,微信,已完成
order_6057,user_7183,item_370,2024-11-12 09:59:58,1,144.29,信用卡,已完成
order_6058,user_2171,item_147,2024-07-26 06:43:20,4,1465.68,信用卡,已完成
order_6059,user_8767,item_202,2025-02-20 18:21:30,1,594.27,微信,已完成
order_6060,user_141,item_269,2024-11-03 06:11:20,1,153.97,信用卡,已完成
order_6061,user_7657,item_41,2024-08-11 14:45:34,3,1860.39,微信,已完成
order_6062,user_8818,item_165,2024-11-13 15:41:29,3,2109.09,信用卡,已完成
order_6063,user_6607,item_146,2025-06-20 05:36:39,2,675.72,微信,已完成
order_6064,user_4118,item_21,2025-06-20 18:29:52,1,308.53,支付宝,已完成
order_6065,user_6191,item_168,2025-06-18 21:29:31,4,1737.28,支付宝,已完成
order_6066,user_6316,item_114,2024-07-29 14:04:55,1,852.0,信用卡,已完成
order_6067,user_3196,item_201,2025-06-09 11:07:11,4,1570.52,信用卡,已完成
order_6068,user_1858,item_387,2024-07-13 11:40:13,2,35.74,微信,已退款
order_6069,user_2303,item_74,2025-02-16 10:03:23,3,43.77,微信,已完成
order_6070,user_4656,item_30,2024-08-24 08:01:49,4,1092.48,微信,已完成
order_6071,user_8063,item_119,2024-09-03 19:21:38,2,1622.14,信用卡,已完成
order_6072,user_9351,item_496,2024-12-10 02:45:17,1,608.66,信用卡,已取消
order_6073,user_503,item_463,2025-01-18 16:05:11,3,1572.18,支付宝,已完成
order_6074,user_9222,item_229,2024-11-03 16:37:17,1,248.14,信用卡,已完成
order_6075,user_753,item_256,2025-02-14 12:25:57,2,1702.48,微信,已完成
order_6076,user_5492,item_103,2024-09-05 02:05:50,4,343.88,支付宝,已取消
order_6077,user_3568,item_292,2025-03-17 12:25:33,3,1793.82,信用卡,已完成
order_6078,user_5686,item_242,2024-12-08 19:12:54,2,1020.98,信用卡,已完成
order_6079,user_9837,item_92,2024-08-23 23:48:02,4,1944.0,微信,已完成
order_6080,user_2127,item_349,2025-06-08 12:06:27,4,3416.44,信用卡,已完成
order_6081,user_1113,item_13,2025-03-12 19:05:14,2,1806.52,微信,已完成
order_6082,user_4683,item_8,2025-03-20 12:27:02,1,84.51,支付宝,已取消
order_6083,user_4377,item_452,2024-10-21 18:25:35,1,286.51,信用卡,已完成
order_6084,user_5274,item_283,2025-02-24 06:49:03,1,941.81,微信,已退款
order_6085,user_7742,item_480,2025-05-10 03:53:01,1,446.91,信用卡,已完成
order_6086,user_1283,item_327,2024-10-16 02:44:03,3,2799.87,微信,已退款
order_6087,user_2547,item_310,2024-11-08 22:50:18,2,798.84,信用卡,已完成
order_6088,user_6742,item_448,2025-06-01 14:59:17,2,1200.28,信用卡,已完成
order_6089,user_3925,item_160,2024-08-06 00:16:37,2,682.42,信用卡,已取消
order_6090,user_7089,item_396,2024-10-09 22:25:15,3,579.96,信用卡,已完成
order_6091,user_8992,item_123,2025-06-17 11:34:18,2,396.64,微信,已完成
order_6092,user_3574,item_366,2025-01-06 13:00:11,3,2714.82,微信,已完成
order_6093,user_3854,item_426,2025-03-10 15:26:06,1,907.74,支付宝,已完成
order_6094,user_3256,item_383,2024-11-17 00:01:35,1,646.73,信用卡,已完成
order_6095,user_1024,item_154,2025-06-23 22:44:15,3,728.37,支付宝,已完成
order_6096,user_1255,item_212,2024-10-07 17:21:53,1,907.2,信用卡,已完成
order_6097,user_6892,item_187,2025-05-07 12:06:04,4,1651.0,微信,已退款
order_6098,user_5236,item_369,2025-06-13 21:21:29,4,587.96,信用卡,已完成
order_6099,user_1225,item_57,2025-03-29 21:30:26,1,952.58,微信,已完成
order_6100,user_9987,item_490,2025-05-02 19:55:07,3,1102.92,信用卡,已完成
order_6101,user_2477,item_460,2024-07-26 07:27:49,4,2423.16,信用卡,已完成
order_6102,user_3866,item_477,2025-04-29 00:19:14,4,2265.84,微信,已完成
order_6103,user_8268,item_252,2024-06-27 11:57:22,3,293.88,信用卡,已完成
order_6104,user_5619,item_446,2025-05-27 07:24:17,2,1433.6,信用卡,已完成
order_6105,user_3447,item_298,2025-06-24 00:43:25,1,79.41,信用卡,已完成
order_6106,user_1053,item_22,2024-08-23 09:06:04,1,858.41,微信,已退款
order_6107,user_9817,item_287,2025-04-24 17:07:16,1,374.91,信用卡,已完成
order_6108,user_118,item_471,2025-03-08 08:39:07,4,467.0,支付宝,已完成
order_6109,user_2322,item_76,2024-08-22 13:57:28,2,776.58,信用卡,已取消
order_6110,user_8155,item_435,2024-10-29 00:39:03,1,922.07,支付宝,已退款
order_6111,user_8501,item_226,2024-08-23 01:03:35,4,3091.28,微信,已取消
order_6112,user_5063,item_47,2024-11-25 08:18:01,1,162.42,支付宝,已完成
order_6113,user_8782,item_261,2024-12-17 03:09:05,4,2182.36,微信,已完成
order_6114,user_4415,item_482,2025-04-02 19:03:25,4,2578.16,支付宝,已完成
order_6115,user_7959,item_128,2025-05-02 02:50:08,1,860.96,支付宝,已完成
order_6116,user_4917,item_307,2025-04-27 17:28:07,2,195.14,微信,已取消
order_6117,user_5433,item_257,2024-12-29 10:57:29,4,636.6,信用卡,已完成
order_6118,user_8183,item_384,2025-05-09 00:44:05,4,2659.44,微信,已完成
order_6119,user_2140,item_299,2024-07-22 19:03:25,1,809.26,信用卡,已完成
order_6120,user_1337,item_98,2024-08-09 14:24:49,1,783.11,微信,已完成
order_6121,user_7196,item_192,2025-02-06 01:32:04,3,2695.47,微信,已完成
order_6122,user_174,item_48,2024-12-09 15:48:02,1,585.47,支付宝,已完成
order_6123,user_9712,item_379,2025-04-04 21:03:20,4,533.68,支付宝,已完成
order_6124,user_2867,item_361,2024-10-12 19:14:03,2,1579.46,微信,已退款
order_6125,user_1487,item_461,2024-08-21 20:03:01,2,213.24,微信,已完成
order_6126,user_2500,item_443,2024-07-31 18:40:33,2,152.98,支付宝,已完成
order_6127,user_5277,item_24,2024-10-30 02:43:28,2,1147.78,信用卡,已完成
order_6128,user_1744,item_105,2024-08-15 04:22:04,2,750.42,微信,已退款
order_6129,user_2584,item_391,2024-09-05 06:49:17,1,854.57,支付宝,已取消
order_6130,user_4614,item_151,2025-04-20 17:35:49,3,983.43,微信,已退款
order_6131,user_7669,item_240,2024-11-23 04:16:15,1,869.11,支付宝,已取消
order_6132,user_8848,item_472,2024-11-10 14:12:01,3,1690.26,信用卡,已完成
order_6133,user_7685,item_354,2024-10-28 15:53:14,3,2843.19,支付宝,已完成
order_6134,user_3064,item_225,2025-01-04 13:59:12,4,1114.04,信用卡,已退款
order_6135,user_326,item_65,2024-12-08 06:02:59,1,859.6,支付宝,已完成
order_6136,user_8068,item_301,2024-12-30 13:34:58,2,334.5,支付宝,已完成
order_6137,user_1444,item_280,2025-03-22 22:47:57,3,2526.57,微信,已退款
order_6138,user_5057,item_353,2024-12-04 09:53:22,4,763.24,微信,已完成
order_6139,user_8637,item_15,2025-02-15 08:18:03,4,3270.16,信用卡,已退款
order_6140,user_9705,item_177,2025-04-30 19:37:10,4,3115.32,信用卡,已完成
order_6141,user_6340,item_25,2025-02-28 21:13:46,3,532.56,支付宝,已完成
order_6142,user_6776,item_246,2024-11-03 03:46:08,4,531.68,信用卡,已完成
order_6143,user_5325,item_430,2024-08-19 07:57:51,2,1574.5,微信,已完成
order_6144,user_8275,item_78,2025-05-04 04:08:38,1,397.69,信用卡,已完成
order_6145,user_5079,item_22,2025-03-07 14:56:37,1,460.45,信用卡,已退款
order_6146,user_404,item_483,2025-06-19 13:37:44,3,1282.38,支付宝,已完成
order_6147,user_395,item_289,2024-09-30 03:40:42,1,636.25,支付宝,已取消
order_6148,user_4925,item_260,2024-11-22 11:11:37,1,368.0,信用卡,已完成
order_6149,user_5476,item_380,2024-12-06 05:50:21,1,499.94,信用卡,已退款
order_6150,user_236,item_244,2025-01-25 23:51:41,2,1436.04,支付宝,已完成
order_6151,user_4634,item_26,2025-01-05 16:58:40,3,2496.45,支付宝,已完成
order_6152,user_8581,item_12,2025-01-21 21:08:12,2,1136.5,支付宝,已完成
order_6153,user_7230,item_421,2025-01-19 22:45:05,2,1225.6,支付宝,已退款
order_6154,user_3676,item_198,2025-01-03 23:01:35,2,85.16,微信,已完成
order_6155,user_8556,item_384,2025-01-19 10:40:12,2,1865.88,支付宝,已完成
order_6156,user_3781,item_120,2025-01-20 21:30:42,1,989.83,信用卡,已完成
order_6157,user_893,item_283,2025-05-11 15:41:26,3,813.45,微信,已完成
order_6158,user_977,item_38,2024-09-24 00:28:16,1,648.51,微信,已完成
order_6159,user_247,item_245,2024-11-23 00:38:04,2,1425.56,微信,已完成
order_6160,user_3515,item_423,2024-07-29 03:01:20,2,1750.52,支付宝,已完成
order_6161,user_5418,item_102,2025-02-07 06:37:29,3,1399.2,微信,已完成
order_6162,user_5083,item_240,2025-03-31 07:11:44,1,467.25,信用卡,已完成
order_6163,user_6063,item_416,2024-12-07 11:29:22,1,515.16,支付宝,已取消
order_6164,user_8325,item_458,2025-01-17 07:08:26,4,1852.8,信用卡,已完成
order_6165,user_6442,item_260,2025-02-06 01:50:50,4,399.48,微信,已完成
order_6166,user_1638,item_195,2025-04-24 06:00:57,2,987.26,支付宝,已完成
order_6167,user_4582,item_430,2025-03-22 23:31:38,2,426.06,微信,已取消
order_6168,user_9584,item_156,2025-05-07 17:26:20,1,527.42,微信,已完成
order_6169,user_8242,item_332,2025-04-13 06:09:22,4,1079.6,信用卡,已完成
order_6170,user_5669,item_158,2024-09-19 19:59:22,1,958.72,信用卡,已完成
order_6171,user_4692,item_374,2025-03-26 16:57:11,4,222.0,信用卡,已完成
order_6172,user_3812,item_152,2024-07-30 12:52:46,4,2890.36,微信,已退款
order_6173,user_4461,item_29,2024-09-25 23:48:24,4,282.84,微信,已完成
order_6174,user_723,item_451,2024-11-14 03:01:29,3,928.11,信用卡,已完成
order_6175,user_5553,item_471,2024-06-27 18:21:45,4,2902.36,信用卡,已完成
order_6176,user_1939,item_257,2024-09-13 14:21:08,2,1673.54,支付宝,已完成
order_6177,user_3870,item_180,2025-05-22 23:46:10,1,577.05,支付宝,已完成
order_6178,user_7043,item_448,2024-07-03 07:32:29,1,70.79,微信,已完成
order_6179,user_8772,item_185,2024-11-14 09:26:48,2,813.1,信用卡,已完成
order_6180,user_9774,item_384,2025-01-29 12:04:33,2,1830.18,信用卡,已完成
order_6181,user_9330,item_33,2024-12-27 16:57:44,3,2725.2,信用卡,已取消
order_6182,user_3936,item_129,2024-08-17 12:49:21,2,1947.14,支付宝,已退款
order_6183,user_3502,item_122,2025-06-19 07:05:49,1,186.03,微信,已完成
order_6184,user_3354,item_428,2024-08-08 10:22:47,1,135.85,信用卡,已完成
order_6185,user_5782,item_380,2024-07-19 18:57:00,4,3517.68,支付宝,已完成
order_6186,user_5588,item_283,2025-06-15 14:09:26,3,1557.9,信用卡,已完成
order_6187,user_2241,item_81,2024-11-09 07:48:13,4,2735.56,微信,已完成
order_6188,user_6132,item_10,2024-11-13 19:05:38,2,1428.24,微信,已完成
order_6189,user_8126,item_153,2025-05-22 06:35:09,3,1955.37,信用卡,已完成
order_6190,user_2507,item_449,2025-05-22 11:58:11,4,2298.16,支付宝,已完成
order_6191,user_3480,item_34,2025-05-29 06:33:14,4,2376.08,微信,已退款
order_6192,user_4588,item_381,2025-04-25 01:09:48,3,283.62,支付宝,已完成
order_6193,user_3095,item_280,2025-05-10 17:22:45,2,981.76,信用卡,已完成
order_6194,user_9735,item_481,2024-08-19 18:28:40,3,1535.79,微信,已完成
order_6195,user_2741,item_59,2024-10-19 02:25:35,3,780.9,微信,已完成
