用户ID,行为时间,商品ID,行为类型,流量来源,设备类型
user_2477,2025-05-24 01:16:49,item_173,加购,自然流量,手机
user_7120,2025-04-26 01:24:53,item_468,加购,自然流量,平板
user_2885,2024-11-12 09:44:20,item_351,下单,广告,电脑
user_3130,2024-07-31 12:54:36,item_93,加购,活动,手机
user_8180,2024-12-31 08:31:45,item_130,加购,活动,平板
user_2581,2025-03-23 14:13:52,item_400,浏览,广告,电脑
user_4597,2024-09-27 10:17:09,item_93,浏览,广告,手机
user_7413,2025-03-08 23:09:12,item_218,下单,活动,电脑
user_7987,2024-08-30 07:09:22,item_126,浏览,广告,电脑
user_5115,2025-05-28 03:34:30,item_422,下单,活动,平板
user_3668,2025-01-21 16:09:23,item_345,加购,活动,电脑
user_2440,2025-02-11 23:38:36,item_460,收藏,活动,平板
user_7532,2024-11-08 10:58:44,item_321,加购,活动,平板
user_4672,2024-07-27 02:55:15,item_363,浏览,自然流量,手机
user_585,2024-10-08 17:26:44,item_186,收藏,广告,电脑
user_9731,2024-11-10 05:29:58,item_368,收藏,广告,平板
user_9280,2024-11-22 14:22:34,item_218,下单,自然流量,平板
user_9511,2024-09-09 10:40:37,item_81,浏览,广告,手机
user_1229,2024-10-03 23:48:51,item_373,浏览,活动,电脑
user_9115,2024-07-11 00:52:51,item_176,加购,自然流量,平板
user_6725,2025-02-16 14:49:48,item_158,浏览,广告,电脑
user_652,2025-05-08 18:08:51,item_221,浏览,自然流量,平板
user_2325,2024-07-25 03:32:56,item_69,浏览,自然流量,手机
user_3040,2025-01-29 11:47:43,item_481,加购,活动,电脑
user_3205,2025-05-01 07:35:23,item_69,浏览,广告,电脑
user_4298,2024-11-11 03:19:59,item_94,浏览,广告,电脑
user_5160,2025-01-10 06:47:11,item_315,收藏,广告,手机
user_715,2024-06-27 05:12:57,item_230,加购,自然流量,平板
user_990,2024-11-07 08:52:47,item_61,收藏,自然流量,手机
user_964,2024-11-08 03:33:16,item_452,浏览,广告,电脑
user_7488,2025-01-24 03:46:21,item_433,浏览,广告,平板
user_2796,2025-04-10 19:28:28,item_125,加购,自然流量,手机
user_9862,2024-07-27 08:28:57,item_350,浏览,活动,平板
user_5075,2025-04-05 17:40:23,item_316,浏览,活动,电脑
user_3793,2025-04-08 17:18:54,item_348,加购,活动,手机
user_901,2025-05-06 08:31:19,item_3,收藏,活动,平板
user_9054,2024-08-02 17:10:42,item_194,加购,活动,手机
user_7139,2024-10-29 07:13:17,item_453,浏览,自然流量,平板
user_5557,2025-06-09 07:29:39,item_121,收藏,活动,平板
user_6931,2025-05-16 23:58:36,item_163,下单,自然流量,手机
user_3242,2024-12-19 03:35:05,item_402,加购,广告,平板
user_779,2024-10-05 20:21:21,item_45,浏览,自然流量,手机
user_9471,2024-10-09 23:52:04,item_284,收藏,广告,手机
user_8944,2025-04-01 14:48:47,item_247,下单,自然流量,电脑
user_3688,2025-05-03 15:20:06,item_152,加购,活动,手机
user_8804,2025-02-22 02:35:14,item_250,加购,广告,电脑
user_2043,2024-11-26 01:05:14,item_112,收藏,广告,电脑
user_8513,2025-03-13 11:53:49,item_23,浏览,活动,手机
user_9153,2024-11-15 16:38:34,item_16,浏览,自然流量,手机
user_7267,2024-10-01 07:20:39,item_12,浏览,活动,电脑
user_7028,2025-02-15 13:16:49,item_354,加购,活动,电脑
user_4023,2025-03-12 10:59:51,item_439,浏览,活动,手机
user_9494,2024-08-11 01:55:02,item_210,浏览,自然流量,手机
user_2596,2025-06-19 15:41:06,item_145,加购,活动,手机
user_2014,2024-11-28 08:44:30,item_155,浏览,活动,平板
user_1677,2024-07-14 20:42:16,item_138,浏览,广告,电脑
user_608,2025-03-04 18:30:48,item_11,浏览,广告,电脑
user_8163,2025-01-03 16:27:37,item_101,浏览,自然流量,电脑
user_8540,2025-05-11 14:19:46,item_339,收藏,自然流量,手机
user_7079,2024-12-27 06:24:58,item_317,下单,活动,电脑
user_3391,2024-06-27 16:44:51,item_125,浏览,广告,平板
user_3147,2024-07-16 07:04:25,item_445,浏览,自然流量,电脑
user_981,2024-10-15 08:34:02,item_180,浏览,自然流量,手机
user_5193,2024-07-01 01:02:45,item_156,加购,广告,电脑
user_9935,2025-02-09 22:38:30,item_500,下单,广告,电脑
user_1587,2024-09-30 02:56:59,item_271,浏览,广告,平板
user_1398,2025-06-08 04:07:16,item_27,浏览,活动,平板
user_6,2025-05-14 13:19:11,item_493,收藏,广告,手机
user_758,2025-05-03 18:59:43,item_97,加购,活动,手机
user_5964,2024-07-01 13:06:09,item_127,加购,广告,手机
user_5607,2025-04-01 00:56:13,item_142,浏览,自然流量,电脑
user_5334,2024-10-25 14:52:29,item_223,浏览,活动,平板
user_1957,2024-10-28 12:19:17,item_140,浏览,广告,平板
user_8101,2025-06-08 09:02:24,item_235,浏览,活动,电脑
user_3335,2024-10-25 17:26:45,item_233,浏览,活动,手机
user_9426,2024-08-11 04:18:29,item_105,浏览,活动,电脑
user_7845,2025-01-22 04:51:49,item_374,加购,活动,电脑
user_7196,2024-10-11 22:52:16,item_160,下单,自然流量,平板
user_6421,2024-07-03 18:54:57,item_248,加购,自然流量,平板
user_3828,2025-04-18 05:58:58,item_234,浏览,活动,手机
user_343,2024-10-01 05:11:02,item_8,下单,活动,电脑
user_5508,2025-02-16 07:15:57,item_439,下单,活动,电脑
user_4096,2025-06-20 03:44:42,item_456,浏览,自然流量,手机
user_6503,2025-04-28 20:38:53,item_90,加购,广告,平板
user_458,2025-03-30 02:30:31,item_193,浏览,自然流量,手机
user_3945,2025-01-24 16:06:03,item_443,下单,广告,手机
user_1531,2024-08-23 18:07:37,item_81,浏览,自然流量,平板
user_7251,2024-09-03 20:41:46,item_422,浏览,自然流量,平板
user_8892,2024-07-28 06:40:36,item_337,加购,广告,平板
user_7865,2025-05-05 00:00:21,item_73,浏览,自然流量,手机
user_8101,2025-01-22 05:20:34,item_123,收藏,广告,手机
user_4481,2024-07-06 00:35:25,item_342,下单,广告,平板
user_8561,2025-03-18 02:46:24,item_116,浏览,自然流量,电脑
user_8239,2024-09-15 19:43:36,item_393,浏览,活动,手机
user_3678,2025-02-10 05:29:04,item_182,浏览,广告,手机
user_6361,2024-11-22 05:54:56,item_177,浏览,活动,手机
user_296,2024-11-26 12:47:26,item_426,浏览,活动,手机
user_668,2025-04-21 06:44:22,item_485,加购,活动,电脑
user_3230,2024-08-27 21:55:35,item_92,下单,自然流量,平板
user_4708,2025-04-20 14:17:09,item_2,加购,广告,电脑
user_4533,2025-06-26 14:57:18,item_342,加购,广告,电脑
user_8512,2025-04-09 10:10:51,item_296,浏览,广告,手机
user_2561,2025-04-06 16:39:01,item_475,收藏,广告,电脑
user_4860,2024-07-12 03:35:44,item_360,加购,广告,电脑
user_8276,2024-09-27 07:04:17,item_353,浏览,自然流量,电脑
user_6629,2025-01-12 04:03:59,item_385,浏览,活动,手机
user_4826,2024-11-18 00:34:45,item_60,浏览,活动,平板
user_2848,2025-06-17 03:13:20,item_5,浏览,活动,电脑
user_4597,2025-05-11 09:45:29,item_483,加购,活动,手机
user_992,2025-01-23 21:59:08,item_275,下单,自然流量,手机
user_4578,2025-01-28 01:40:05,item_478,收藏,广告,手机
user_1096,2024-11-28 17:46:08,item_342,加购,活动,平板
user_6459,2025-03-19 11:34:58,item_299,收藏,自然流量,平板
user_9706,2024-10-12 21:19:55,item_351,加购,广告,手机
user_4463,2025-02-25 16:13:14,item_466,加购,自然流量,平板
user_9653,2025-03-22 22:21:17,item_425,浏览,自然流量,手机
user_888,2025-04-11 11:50:13,item_485,收藏,广告,手机
user_444,2024-07-04 19:46:19,item_406,加购,广告,平板
user_294,2025-03-09 23:57:39,item_207,收藏,活动,电脑
user_5591,2024-12-16 09:38:05,item_31,下单,广告,手机
user_2077,2025-01-20 02:33:02,item_282,收藏,自然流量,平板
user_7059,2025-01-22 13:19:59,item_38,浏览,自然流量,电脑
user_9009,2024-07-01 11:40:07,item_93,浏览,广告,平板
user_7815,2024-08-24 12:12:49,item_364,加购,广告,平板
user_2595,2024-11-25 18:57:01,item_302,浏览,活动,平板
user_8336,2024-10-29 14:04:20,item_389,收藏,自然流量,平板
user_788,2024-08-26 19:10:08,item_101,浏览,自然流量,电脑
user_9533,2025-02-17 19:22:11,item_172,浏览,活动,手机
user_5269,2025-03-24 15:45:05,item_489,浏览,广告,平板
user_3711,2024-11-04 21:32:06,item_19,浏览,广告,平板
user_8802,2024-07-31 19:34:15,item_121,浏览,活动,平板
user_8138,2025-06-11 16:19:54,item_138,加购,活动,平板
user_6166,2024-11-22 01:25:10,item_20,浏览,自然流量,电脑
user_8660,2024-10-14 08:35:44,item_115,加购,自然流量,手机
user_7968,2025-03-22 10:00:53,item_465,浏览,自然流量,平板
user_4988,2024-12-13 11:51:14,item_139,加购,广告,平板
user_8556,2025-03-29 02:44:52,item_207,浏览,活动,电脑
user_3268,2025-02-14 18:58:22,item_67,浏览,自然流量,电脑
user_8271,2024-09-14 21:44:05,item_267,收藏,广告,平板
user_7766,2025-05-29 08:13:25,item_373,加购,广告,平板
user_3759,2024-09-13 18:29:28,item_309,收藏,广告,平板
user_4448,2025-04-03 04:40:15,item_388,加购,自然流量,电脑
user_8339,2024-09-26 14:07:56,item_201,收藏,自然流量,电脑
user_9440,2024-11-06 16:24:25,item_212,浏览,自然流量,手机
user_2417,2025-04-02 14:17:56,item_349,浏览,自然流量,平板
user_8490,2024-12-05 19:15:05,item_356,收藏,自然流量,手机
user_8926,2024-08-16 23:23:12,item_262,浏览,广告,电脑
user_8960,2024-09-12 08:35:59,item_61,下单,自然流量,平板
user_4033,2024-07-18 04:53:17,item_205,浏览,广告,电脑
user_861,2025-06-23 19:33:25,item_91,浏览,自然流量,手机
user_8988,2024-09-08 09:23:52,item_436,收藏,活动,平板
user_6122,2025-02-16 13:44:18,item_61,下单,广告,电脑
user_1931,2024-12-25 13:39:55,item_455,加购,自然流量,电脑
user_641,2024-10-21 03:40:29,item_210,浏览,自然流量,电脑
user_9543,2024-10-07 01:01:04,item_273,浏览,活动,电脑
user_9250,2025-05-22 18:15:44,item_80,浏览,自然流量,手机
user_7479,2024-07-04 16:15:39,item_392,加购,广告,平板
user_3670,2025-01-08 01:13:50,item_38,浏览,活动,平板
user_9255,2025-06-14 05:43:56,item_335,浏览,自然流量,平板
user_1307,2025-01-09 15:21:49,item_173,浏览,活动,电脑
user_7736,2025-06-11 04:16:55,item_87,加购,广告,电脑
user_502,2024-07-17 09:34:32,item_174,浏览,自然流量,手机
user_1658,2025-04-18 14:48:56,item_174,浏览,活动,电脑
user_4848,2025-04-21 03:43:27,item_110,浏览,广告,手机
user_4996,2025-05-19 01:02:21,item_62,浏览,广告,电脑
user_5456,2024-12-11 10:12:16,item_19,浏览,自然流量,平板
user_8886,2025-01-01 22:22:42,item_485,浏览,广告,电脑
user_2620,2024-07-13 04:26:38,item_374,浏览,自然流量,手机
user_868,2025-01-09 00:04:51,item_28,下单,自然流量,平板
user_6372,2025-04-02 04:59:25,item_200,浏览,活动,电脑
user_4394,2025-02-16 15:46:04,item_270,浏览,自然流量,平板
user_6093,2025-01-29 12:12:46,item_57,加购,自然流量,手机
user_8812,2024-12-31 05:14:10,item_479,浏览,自然流量,平板
user_8153,2024-07-13 04:20:16,item_418,浏览,自然流量,电脑
user_9007,2025-02-13 08:11:08,item_493,加购,活动,手机
user_7125,2024-08-30 23:16:15,item_147,加购,自然流量,电脑
user_3045,2024-07-12 14:02:29,item_218,浏览,广告,手机
user_9213,2025-03-17 13:02:14,item_201,加购,自然流量,手机
user_2307,2025-03-31 13:53:06,item_388,下单,自然流量,手机
user_5792,2024-08-11 06:41:00,item_297,加购,活动,平板
user_6728,2025-02-14 11:15:21,item_434,浏览,广告,电脑
user_6148,2025-03-25 05:31:05,item_52,浏览,活动,平板
user_4844,2025-02-20 13:06:36,item_382,收藏,自然流量,平板
user_3976,2024-08-01 15:16:09,item_317,收藏,自然流量,电脑
user_9983,2025-01-22 16:44:57,item_7,收藏,自然流量,电脑
user_4559,2025-05-18 12:35:14,item_403,收藏,活动,手机
user_2293,2025-04-03 09:25:58,item_428,加购,广告,平板
user_2474,2025-05-12 00:16:15,item_309,浏览,活动,平板
user_1035,2025-03-22 16:35:58,item_162,浏览,自然流量,平板
user_5074,2025-02-26 00:13:54,item_136,加购,广告,平板
user_3079,2025-06-05 15:12:45,item_161,收藏,自然流量,电脑
user_9028,2024-10-14 05:27:15,item_305,收藏,广告,电脑
user_9486,2025-05-28 20:07:01,item_59,浏览,广告,手机
user_7827,2024-09-21 00:10:27,item_469,下单,广告,电脑
user_289,2024-07-27 06:41:04,item_135,浏览,广告,手机
user_9929,2024-08-01 07:59:26,item_270,浏览,活动,手机
user_4990,2024-09-12 04:54:52,item_405,收藏,自然流量,手机
user_5043,2025-03-18 00:41:37,item_205,浏览,广告,平板
user_3883,2025-05-25 03:37:40,item_43,加购,自然流量,电脑
user_4600,2025-06-15 05:49:50,item_86,加购,广告,手机
user_6126,2024-08-22 01:33:53,item_4,下单,自然流量,平板
user_9350,2025-05-07 12:27:02,item_315,浏览,广告,电脑
user_5624,2024-11-25 00:49:33,item_398,浏览,广告,手机
user_9172,2024-11-20 16:11:55,item_494,浏览,广告,电脑
user_3177,2024-08-04 14:08:22,item_459,浏览,广告,手机
user_6962,2024-08-03 00:45:00,item_474,收藏,自然流量,平板
user_3715,2024-11-03 20:44:19,item_364,收藏,活动,平板
user_851,2025-01-21 05:54:46,item_386,浏览,自然流量,手机
user_3744,2024-10-11 17:08:42,item_308,收藏,自然流量,电脑
user_3043,2025-01-27 15:03:38,item_414,下单,自然流量,平板
user_1299,2024-11-05 02:43:43,item_301,浏览,广告,电脑
user_6765,2025-01-30 11:24:12,item_496,浏览,自然流量,手机
user_4189,2024-07-14 22:08:47,item_432,加购,自然流量,手机
user_4536,2024-11-06 19:48:13,item_354,浏览,广告,手机
user_9955,2024-08-28 23:00:22,item_498,收藏,自然流量,电脑
user_3674,2025-05-03 11:22:53,item_441,加购,自然流量,电脑
user_5930,2024-11-28 17:46:26,item_408,浏览,自然流量,平板
user_1044,2024-09-28 05:38:28,item_40,下单,广告,手机
user_1182,2024-09-07 01:40:55,item_20,收藏,活动,手机
user_300,2025-03-09 05:57:16,item_390,下单,自然流量,手机
user_7754,2024-08-11 23:39:03,item_99,浏览,广告,平板
user_9517,2024-08-08 22:19:47,item_47,收藏,广告,电脑
user_5522,2025-02-12 08:07:35,item_227,浏览,广告,平板
user_8024,2025-03-08 11:51:19,item_309,浏览,活动,手机
user_6566,2024-11-30 06:28:16,item_407,浏览,活动,平板
user_4244,2024-07-09 05:09:33,item_42,浏览,自然流量,手机
user_7849,2024-10-19 07:45:06,item_107,加购,活动,平板
user_6493,2024-12-20 06:53:44,item_354,浏览,自然流量,手机
user_3442,2025-05-02 20:15:44,item_443,加购,广告,电脑
user_3295,2025-03-19 04:36:23,item_24,加购,自然流量,手机
user_8673,2025-03-14 17:20:24,item_54,加购,活动,手机
user_6316,2024-08-27 09:00:16,item_321,浏览,自然流量,平板
user_822,2024-08-22 15:21:55,item_429,收藏,活动,电脑
user_9516,2024-07-03 16:15:17,item_343,加购,活动,平板
user_4468,2024-10-26 10:02:54,item_266,收藏,活动,电脑
user_65,2024-09-22 09:05:56,item_434,浏览,活动,平板
user_2929,2025-02-14 21:49:48,item_67,收藏,自然流量,电脑
user_7100,2025-06-13 02:42:34,item_275,加购,自然流量,手机
user_4208,2024-12-26 07:56:35,item_202,收藏,活动,平板
user_2630,2025-03-17 00:11:26,item_403,浏览,自然流量,手机
user_6779,2024-06-29 08:59:26,item_391,加购,广告,手机
user_3439,2024-12-28 12:44:42,item_185,浏览,活动,手机
user_6614,2024-12-29 01:24:18,item_339,下单,活动,电脑
user_7489,2024-10-10 12:48:29,item_356,加购,广告,手机
user_784,2024-11-14 18:23:42,item_236,下单,自然流量,平板
user_7812,2025-03-29 20:12:58,item_62,浏览,活动,平板
user_7149,2024-10-12 19:36:19,item_90,下单,广告,平板
user_6041,2024-10-19 17:02:49,item_9,浏览,广告,电脑
user_9973,2024-12-30 03:52:54,item_444,下单,广告,手机
user_4912,2025-04-04 18:16:34,item_207,浏览,广告,手机
user_6471,2025-03-24 19:34:02,item_358,浏览,活动,电脑
user_2449,2025-04-29 10:36:12,item_126,加购,活动,平板
user_348,2024-07-18 16:10:45,item_252,浏览,活动,平板
user_1541,2025-05-28 00:27:17,item_235,加购,广告,手机
user_5026,2025-01-19 04:35:40,item_294,下单,活动,平板
user_5845,2025-03-17 07:25:08,item_65,浏览,自然流量,平板
user_5462,2025-06-07 23:00:42,item_475,浏览,广告,手机
user_1012,2025-03-17 07:33:48,item_419,加购,活动,平板
user_1431,2025-04-22 16:34:30,item_419,浏览,广告,手机
user_8482,2024-08-19 02:02:57,item_176,收藏,广告,电脑
user_1174,2025-06-18 09:00:18,item_242,收藏,自然流量,平板
user_7601,2025-03-02 10:13:00,item_338,浏览,活动,手机
user_2359,2025-06-09 09:22:54,item_67,浏览,自然流量,手机
user_7440,2024-09-11 00:53:53,item_394,加购,广告,电脑
user_7236,2024-07-27 16:38:03,item_231,加购,广告,平板
user_4349,2024-12-16 00:05:59,item_149,收藏,广告,平板
user_4270,2025-04-14 04:49:12,item_30,加购,活动,平板
user_883,2024-07-21 07:43:48,item_288,收藏,活动,手机
user_3354,2024-10-16 23:53:29,item_98,浏览,广告,电脑
user_2935,2024-11-25 06:27:16,item_24,下单,广告,电脑
user_2125,2025-04-12 07:55:14,item_423,下单,自然流量,平板
user_7911,2024-07-25 04:03:15,item_316,加购,广告,平板
user_3190,2025-05-12 05:23:34,item_370,收藏,活动,电脑
user_9478,2025-02-21 11:58:23,item_209,浏览,广告,手机
user_1045,2025-02-03 21:49:27,item_163,浏览,自然流量,手机
user_5879,2024-11-05 06:58:15,item_167,浏览,广告,电脑
user_9175,2025-04-05 20:14:08,item_468,下单,自然流量,电脑
user_3026,2024-09-29 08:46:59,item_392,浏览,广告,电脑
user_6551,2025-02-05 13:45:19,item_436,收藏,自然流量,平板
user_9660,2024-10-10 09:39:44,item_39,加购,活动,平板
user_7043,2024-12-07 05:44:46,item_182,加购,广告,手机
user_893,2025-06-02 00:16:54,item_455,浏览,活动,电脑
user_3891,2025-04-30 11:53:20,item_414,浏览,广告,电脑
user_582,2025-01-01 08:43:44,item_304,浏览,活动,手机
user_6042,2025-05-04 20:36:01,item_29,浏览,活动,平板
user_3620,2024-11-24 03:16:46,item_58,浏览,自然流量,手机
user_3818,2024-12-02 04:06:24,item_219,浏览,自然流量,平板
user_9981,2024-08-17 00:29:58,item_315,浏览,广告,手机
user_9416,2025-05-31 14:32:40,item_354,加购,活动,电脑
user_7635,2024-12-01 21:18:47,item_52,浏览,自然流量,电脑
user_8921,2024-09-04 11:31:29,item_187,收藏,自然流量,手机
user_9363,2024-10-01 01:00:51,item_150,浏览,活动,平板
user_2335,2024-10-31 12:52:14,item_195,加购,活动,电脑
user_7902,2025-03-26 17:13:49,item_88,加购,活动,手机
user_1707,2025-04-17 09:31:15,item_487,浏览,活动,手机
user_7404,2025-02-05 10:23:24,item_288,浏览,广告,平板
user_7488,2024-11-19 15:32:30,item_101,收藏,活动,手机
user_4709,2025-06-20 01:13:33,item_330,下单,活动,手机
user_2616,2024-06-27 17:31:24,item_175,加购,广告,电脑
user_9364,2024-11-14 17:52:11,item_222,下单,活动,电脑
user_5672,2024-09-24 18:52:35,item_159,浏览,广告,电脑
user_9903,2024-07-01 22:29:52,item_187,浏览,活动,电脑
user_7953,2024-08-19 04:40:14,item_325,浏览,自然流量,平板
user_6451,2025-04-13 13:12:37,item_81,浏览,自然流量,电脑
user_726,2024-11-22 22:12:42,item_153,浏览,活动,电脑
user_53,2024-07-25 06:19:32,item_82,收藏,自然流量,电脑
user_4186,2025-04-09 23:40:23,item_173,浏览,自然流量,平板
user_9691,2025-01-20 06:40:25,item_73,收藏,活动,平板
user_3406,2024-10-21 15:06:01,item_452,浏览,自然流量,平板
user_7907,2024-07-03 00:55:01,item_52,浏览,广告,手机
user_199,2024-08-16 00:54:43,item_275,浏览,活动,手机
user_3353,2024-11-18 21:18:16,item_115,浏览,广告,电脑
user_4347,2025-01-01 11:00:19,item_258,收藏,自然流量,平板
user_397,2025-05-08 08:56:03,item_64,加购,活动,电脑
user_5569,2025-01-28 09:30:28,item_131,浏览,广告,平板
user_7935,2025-06-13 23:30:52,item_49,浏览,自然流量,电脑
user_7213,2024-12-17 19:16:00,item_429,浏览,广告,平板
user_5970,2024-06-28 22:59:30,item_341,浏览,自然流量,平板
user_340,2024-09-18 13:40:38,item_26,加购,活动,平板
user_3901,2025-06-13 20:05:56,item_330,浏览,广告,电脑
user_4596,2024-11-24 10:30:33,item_323,收藏,活动,平板
user_1361,2025-01-13 09:50:49,item_120,浏览,活动,电脑
user_6718,2024-11-29 11:53:38,item_17,浏览,广告,电脑
user_7046,2024-07-15 10:56:37,item_9,浏览,自然流量,平板
user_1783,2024-11-02 01:28:30,item_94,收藏,广告,电脑
user_7193,2025-06-22 02:24:48,item_324,浏览,活动,平板
user_6494,2025-05-08 05:38:17,item_351,浏览,自然流量,电脑
user_2065,2024-07-16 18:46:29,item_294,加购,广告,平板
user_7190,2024-11-26 10:07:47,item_92,浏览,广告,手机
user_5454,2024-09-26 12:01:34,item_341,下单,自然流量,平板
user_4893,2024-07-12 18:44:10,item_399,浏览,广告,电脑
user_2094,2024-11-27 12:44:55,item_405,浏览,自然流量,手机
user_8371,2024-11-27 08:51:47,item_140,收藏,自然流量,电脑
user_8134,2024-09-27 08:33:00,item_217,加购,广告,电脑
user_4573,2024-12-12 04:34:03,item_309,浏览,广告,手机
user_7061,2025-05-14 16:40:46,item_267,加购,活动,平板
user_8316,2024-06-29 21:36:14,item_328,浏览,活动,电脑
user_9243,2024-11-17 17:17:21,item_57,浏览,活动,电脑
user_4008,2024-07-13 17:54:54,item_12,浏览,自然流量,手机
user_4507,2024-08-15 20:29:33,item_479,收藏,活动,电脑
user_7119,2025-04-06 12:26:52,item_18,收藏,活动,平板
user_3803,2025-01-18 20:00:45,item_240,浏览,活动,手机
user_524,2025-06-06 04:00:53,item_154,浏览,广告,手机
user_6285,2025-03-02 14:51:50,item_484,加购,自然流量,电脑
user_8847,2024-07-30 17:21:07,item_216,下单,活动,平板
user_9478,2025-03-04 21:56:00,item_458,加购,广告,平板
user_2048,2025-02-27 14:18:54,item_399,收藏,自然流量,电脑
user_6868,2024-12-10 05:36:39,item_224,浏览,自然流量,手机
user_6294,2024-10-07 22:46:47,item_46,下单,活动,平板
user_4960,2025-05-17 20:57:57,item_158,浏览,自然流量,电脑
user_6076,2024-06-29 18:20:50,item_199,下单,自然流量,电脑
user_2430,2025-02-23 22:17:57,item_415,浏览,活动,电脑
user_8542,2025-01-24 07:35:27,item_452,下单,活动,手机
user_1761,2025-02-09 22:02:49,item_410,加购,活动,平板
user_4086,2024-08-12 12:29:46,item_340,加购,广告,平板
user_4837,2024-06-30 21:42:03,item_410,浏览,自然流量,平板
user_7029,2025-05-26 11:31:31,item_8,浏览,自然流量,手机
user_2870,2024-09-18 16:13:45,item_268,收藏,自然流量,平板
user_9440,2025-02-09 11:32:43,item_268,浏览,自然流量,电脑
user_5718,2024-07-13 15:54:38,item_235,浏览,广告,手机
user_3483,2025-02-11 16:53:33,item_57,加购,自然流量,电脑
user_3804,2024-08-11 13:57:51,item_284,浏览,活动,平板
user_8813,2024-08-29 16:42:37,item_138,收藏,活动,电脑
user_9578,2024-07-19 10:47:36,item_133,加购,自然流量,平板
user_2835,2025-05-05 11:23:52,item_139,加购,自然流量,手机
user_7349,2025-04-10 08:13:05,item_41,浏览,活动,电脑
user_8943,2024-09-26 19:02:59,item_208,浏览,活动,电脑
user_700,2025-03-01 20:26:30,item_12,加购,广告,电脑
user_9977,2024-07-07 20:12:02,item_217,浏览,活动,平板
user_3967,2024-08-21 06:01:08,item_75,加购,自然流量,平板
user_9673,2024-11-15 08:10:16,item_439,加购,活动,平板
user_5145,2024-08-18 04:19:21,item_36,浏览,广告,手机
user_7393,2024-07-05 16:52:18,item_208,浏览,活动,手机
user_9930,2025-02-17 21:30:34,item_277,浏览,自然流量,电脑
user_9848,2024-10-06 12:23:25,item_361,浏览,广告,电脑
user_9959,2024-11-05 07:02:41,item_387,加购,自然流量,电脑
user_2105,2024-08-27 01:03:26,item_449,浏览,自然流量,手机
user_1731,2025-03-21 01:29:21,item_409,浏览,广告,平板
user_6218,2024-09-12 08:04:22,item_458,收藏,广告,电脑
user_5583,2025-04-20 16:15:58,item_321,加购,活动,平板
user_5354,2024-12-22 07:47:37,item_436,浏览,活动,电脑
user_7763,2025-04-16 15:10:40,item_340,浏览,自然流量,电脑
user_2627,2024-11-17 17:52:30,item_226,收藏,自然流量,电脑
user_2349,2025-02-02 09:44:30,item_148,收藏,自然流量,平板
user_5062,2024-12-25 04:58:47,item_67,浏览,自然流量,平板
user_5523,2025-03-23 23:53:59,item_107,加购,广告,平板
user_6504,2025-02-13 16:20:26,item_36,浏览,活动,电脑
user_8397,2024-11-16 01:14:35,item_90,浏览,广告,手机
user_3203,2024-09-24 11:11:48,item_157,浏览,活动,电脑
user_7036,2025-05-25 15:49:51,item_483,加购,自然流量,平板
user_8236,2024-08-09 04:37:34,item_67,浏览,自然流量,平板
user_5672,2025-02-04 18:10:22,item_99,加购,广告,手机
user_1297,2025-03-05 19:15:30,item_191,收藏,活动,手机
user_7909,2025-05-12 19:25:32,item_357,收藏,自然流量,手机
user_4285,2024-09-07 03:34:00,item_60,浏览,活动,平板
user_3166,2024-11-26 01:17:52,item_284,加购,自然流量,平板
user_5333,2024-07-12 19:56:54,item_446,浏览,自然流量,手机
user_2034,2024-07-15 21:23:08,item_24,浏览,广告,平板
user_2845,2025-02-23 17:02:55,item_350,浏览,广告,电脑
user_7141,2025-03-31 22:55:04,item_182,浏览,自然流量,电脑
user_6269,2025-01-19 19:43:38,item_226,下单,活动,平板
user_9098,2024-12-10 19:06:33,item_425,加购,活动,电脑
user_5323,2024-07-13 08:25:06,item_317,收藏,自然流量,手机
user_2188,2024-08-17 07:44:44,item_200,收藏,自然流量,电脑
user_3837,2025-05-27 19:46:00,item_462,加购,广告,平板
user_5310,2024-12-23 15:29:19,item_430,收藏,广告,平板
user_1661,2024-11-09 02:51:28,item_126,收藏,活动,平板
user_7201,2025-06-17 20:51:56,item_440,加购,活动,电脑
user_7797,2025-05-09 01:27:36,item_177,下单,活动,平板
user_2864,2025-01-04 02:42:39,item_133,浏览,广告,手机
user_9616,2025-06-24 13:18:19,item_487,浏览,活动,手机
user_2830,2024-10-19 07:49:06,item_213,收藏,活动,平板
user_20,2025-03-10 14:04:45,item_189,收藏,自然流量,手机
user_7129,2024-10-29 13:55:50,item_445,浏览,广告,平板
user_5075,2024-10-04 18:25:18,item_343,加购,活动,手机
user_6644,2025-05-07 17:42:06,item_446,加购,广告,平板
user_4522,2024-10-10 19:29:45,item_319,浏览,广告,手机
user_3803,2025-02-26 09:12:27,item_468,浏览,自然流量,手机
user_2045,2025-02-10 23:50:30,item_251,加购,广告,手机
user_6319,2024-08-18 21:09:40,item_170,加购,广告,电脑
user_6164,2024-07-13 16:18:41,item_267,浏览,活动,平板
user_6360,2024-10-28 13:09:23,item_282,下单,自然流量,手机
user_5044,2024-10-15 15:46:38,item_369,浏览,活动,电脑
user_5443,2025-04-12 19:44:47,item_321,收藏,自然流量,手机
user_6256,2025-01-28 21:44:40,item_229,收藏,广告,平板
user_9313,2025-02-16 14:25:25,item_365,浏览,自然流量,手机
user_9599,2024-10-13 23:34:01,item_146,加购,自然流量,平板
user_96,2025-03-22 23:24:17,item_253,加购,活动,电脑
