用户ID,性别,年龄,注册时间,省份,设备类型,是否会员
user_5531,女,34,2024-07-08,北京,手机,0
user_5532,女,20,2024-11-11,上海,手机,1
user_5533,男,33,2024-02-27,北京,电脑,0
user_5534,女,47,2023-11-08,北京,手机,0
user_5535,女,46,2024-12-26,上海,手机,0
user_5536,男,32,2024-09-04,上海,平板,1
user_5537,男,42,2024-12-15,四川,电脑,0
user_5538,女,55,2025-05-16,浙江,手机,0
user_5539,男,59,2025-06-16,北京,电脑,1
user_5540,女,55,2024-10-14,浙江,手机,1
user_5541,男,40,2025-02-26,四川,手机,0
user_5542,女,42,2024-03-29,北京,电脑,1
user_5543,女,59,2023-12-16,上海,电脑,0
user_5544,男,24,2024-11-23,上海,电脑,1
user_5545,男,39,2024-09-25,上海,电脑,0
user_5546,男,34,2025-03-19,浙江,手机,0
user_5547,女,35,2023-11-09,上海,手机,1
user_5548,男,58,2024-04-14,上海,平板,0
user_5549,女,27,2024-02-19,广东,平板,1
user_5550,女,27,2025-01-16,上海,电脑,0
user_5551,男,24,2024-12-11,上海,电脑,1
user_5552,女,55,2024-02-09,北京,手机,0
user_5553,女,44,2023-10-02,浙江,手机,1
user_5554,女,50,2023-11-11,四川,手机,0
user_5555,女,18,2025-01-12,广东,平板,1
user_5556,女,51,2023-06-27,北京,电脑,0
user_5557,男,21,2024-12-22,北京,手机,0
user_5558,女,34,2024-09-12,四川,平板,0
user_5559,男,21,2024-04-25,浙江,平板,1
user_5560,女,43,2025-04-16,四川,平板,1
user_5561,女,21,2025-02-13,浙江,平板,1
user_5562,女,18,2024-09-08,上海,手机,1
user_5563,女,24,2023-07-21,北京,手机,1
user_5564,女,47,2023-11-14,浙江,电脑,0
user_5565,男,26,2024-10-05,浙江,平板,0
user_5566,男,52,2024-02-28,四川,手机,1
user_5567,女,25,2025-06-10,四川,平板,0
user_5568,男,41,2025-03-15,浙江,电脑,0
user_5569,男,36,2024-10-12,浙江,平板,0
user_5570,女,53,2023-12-14,四川,平板,0
user_5571,男,44,2024-11-03,广东,手机,1
user_5572,女,49,2024-09-07,四川,电脑,1
user_5573,女,31,2023-09-14,北京,平板,0
user_5574,男,35,2025-06-22,上海,平板,1
user_5575,女,45,2024-07-15,广东,电脑,0
user_5576,男,46,2023-10-13,北京,手机,0
user_5577,男,33,2024-03-09,上海,平板,1
user_5578,男,52,2025-01-24,北京,电脑,1
user_5579,男,48,2023-08-25,上海,手机,0
user_5580,男,21,2023-12-27,北京,手机,1
user_5581,男,54,2024-03-21,广东,平板,1
user_5582,女,34,2024-02-29,上海,平板,0
user_5583,男,56,2023-11-03,北京,平板,0
user_5584,男,43,2024-11-01,广东,手机,1
user_5585,男,56,2025-05-13,北京,平板,0
user_5586,女,58,2023-09-02,四川,平板,0
user_5587,男,21,2025-03-25,上海,平板,1
user_5588,男,47,2024-12-27,浙江,平板,1
user_5589,男,47,2024-11-27,浙江,手机,1
user_5590,女,39,2024-11-03,四川,手机,1
user_5591,女,28,2025-01-12,广东,电脑,0
user_5592,男,19,2025-05-14,北京,手机,1
user_5593,男,29,2024-03-12,上海,电脑,0
user_5594,男,47,2024-06-06,上海,电脑,0
user_5595,男,53,2023-07-04,四川,手机,1
user_5596,男,35,2024-01-17,四川,平板,1
user_5597,女,43,2023-12-05,广东,平板,0
user_5598,女,24,2024-01-05,上海,手机,0
user_5599,女,18,2024-12-15,北京,手机,1
user_5600,男,43,2023-08-17,广东,手机,1
user_5601,女,40,2024-03-24,浙江,手机,1
user_5602,女,43,2024-01-11,浙江,平板,1
user_5603,女,23,2025-02-26,四川,平板,1
user_5604,女,23,2023-09-17,浙江,电脑,0
user_5605,男,25,2025-01-05,北京,手机,0
user_5606,女,41,2023-06-26,北京,手机,0
user_5607,男,39,2023-08-02,上海,平板,0
user_5608,女,36,2024-04-20,四川,电脑,0
user_5609,男,54,2024-05-31,浙江,手机,0
user_5610,女,35,2025-01-15,四川,手机,1
user_5611,女,48,2024-05-16,广东,手机,1
user_5612,男,54,2023-11-02,广东,平板,0
user_5613,女,47,2025-05-13,广东,手机,0
user_5614,女,59,2024-05-12,浙江,手机,0
user_5615,女,50,2024-07-12,北京,手机,0
user_5616,男,27,2025-05-10,四川,平板,1
user_5617,男,54,2024-04-15,四川,手机,1
user_5618,男,29,2024-03-24,上海,平板,1
user_5619,女,47,2024-08-23,四川,手机,1
user_5620,女,44,2024-04-12,北京,手机,0
user_5621,女,56,2023-09-12,四川,手机,0
user_5622,男,26,2025-03-30,广东,电脑,1
user_5623,男,38,2024-07-02,北京,手机,0
user_5624,男,29,2025-02-27,四川,手机,1
user_5625,男,46,2025-04-27,北京,手机,0
user_5626,男,50,2024-09-16,上海,平板,1
user_5627,男,32,2024-11-12,广东,手机,0
user_5628,男,19,2025-02-03,广东,平板,1
user_5629,男,56,2024-12-10,浙江,平板,1
user_5630,女,35,2023-12-18,广东,手机,1
user_5631,女,20,2023-10-30,浙江,平板,0
user_5632,女,24,2024-06-10,上海,手机,1
user_5633,女,35,2023-08-22,上海,平板,1
user_5634,女,55,2025-03-07,北京,手机,0
user_5635,女,54,2025-04-12,上海,手机,1
user_5636,女,50,2023-07-21,上海,平板,1
user_5637,女,48,2024-02-10,上海,电脑,0
user_5638,女,28,2023-07-11,四川,电脑,0
user_5639,女,21,2024-02-28,浙江,平板,0
user_5640,男,35,2024-01-14,广东,手机,0
user_5641,女,21,2023-09-15,上海,电脑,1
user_5642,男,51,2023-08-22,四川,电脑,1
user_5643,女,46,2024-03-17,广东,平板,1
user_5644,男,41,2023-11-05,上海,电脑,0
user_5645,女,39,2025-05-15,浙江,平板,1
user_5646,女,19,2024-04-12,四川,电脑,1
user_5647,女,23,2023-10-28,北京,平板,0
user_5648,男,59,2025-01-14,上海,电脑,0
user_5649,男,42,2023-08-23,浙江,手机,1
user_5650,女,38,2024-08-23,广东,手机,0
user_5651,男,33,2025-05-23,广东,电脑,0
user_5652,女,48,2023-09-06,北京,电脑,1
user_5653,女,31,2024-03-14,四川,手机,0
user_5654,男,56,2024-09-29,北京,电脑,1
user_5655,女,45,2024-10-14,四川,平板,1
user_5656,男,49,2025-05-19,广东,电脑,0
user_5657,男,45,2024-07-04,浙江,平板,1
user_5658,女,26,2024-12-24,北京,手机,0
user_5659,女,39,2023-07-20,上海,平板,0
user_5660,男,49,2024-05-26,浙江,手机,0
user_5661,女,22,2024-11-14,上海,电脑,0
user_5662,女,40,2023-11-01,四川,电脑,0
user_5663,男,22,2024-10-09,四川,平板,1
user_5664,女,59,2025-05-17,四川,手机,1
user_5665,女,49,2024-05-28,广东,手机,1
user_5666,男,27,2023-10-26,北京,手机,0
user_5667,男,56,2023-08-06,上海,电脑,1
user_5668,男,32,2023-09-12,广东,手机,0
user_5669,男,24,2024-03-09,北京,手机,1
user_5670,男,46,2023-12-02,广东,平板,1
user_5671,男,20,2023-11-20,上海,电脑,0
user_5672,男,36,2024-05-08,四川,电脑,0
user_5673,男,27,2024-12-18,上海,手机,0
user_5674,男,45,2024-08-29,北京,平板,1
user_5675,男,46,2025-01-06,北京,手机,1
user_5676,男,32,2025-06-13,北京,手机,1
user_5677,女,52,2025-01-12,北京,手机,0
user_5678,女,23,2024-08-18,北京,平板,1
user_5679,女,29,2024-01-18,北京,平板,0
user_5680,女,55,2024-11-20,上海,电脑,0
user_5681,女,30,2024-01-30,北京,平板,1
user_5682,女,46,2024-02-11,四川,电脑,1
user_5683,男,36,2023-12-27,北京,手机,0
user_5684,女,20,2023-09-08,广东,手机,1
user_5685,男,25,2023-08-03,北京,手机,1
user_5686,男,25,2024-04-26,四川,平板,1
user_5687,男,37,2024-09-12,浙江,手机,1
user_5688,男,21,2024-08-25,上海,电脑,0
user_5689,女,38,2025-04-08,北京,电脑,0
user_5690,男,20,2024-07-11,四川,电脑,0
user_5691,男,25,2023-10-23,上海,平板,1
user_5692,女,40,2023-08-07,浙江,电脑,0
user_5693,男,33,2024-04-01,浙江,电脑,0
user_5694,男,30,2023-06-28,浙江,电脑,0
user_5695,男,20,2024-05-23,上海,电脑,0
user_5696,女,26,2023-09-02,广东,电脑,0
user_5697,男,31,2024-02-09,上海,平板,1
user_5698,女,30,2025-03-26,上海,手机,0
user_5699,女,24,2024-11-21,上海,手机,0
user_5700,女,32,2024-10-23,四川,手机,1
user_5701,女,24,2024-10-04,四川,电脑,1
user_5702,女,55,2024-07-03,浙江,平板,1
user_5703,男,51,2023-11-28,浙江,电脑,1
user_5704,男,58,2023-09-09,浙江,平板,0
user_5705,男,39,2023-07-15,四川,电脑,0
user_5706,男,41,2023-12-03,广东,手机,0
user_5707,女,54,2023-11-05,广东,手机,1
user_5708,男,18,2024-11-02,北京,电脑,0
user_5709,男,27,2024-02-07,上海,电脑,0
user_5710,女,33,2023-08-28,上海,电脑,0
user_5711,男,25,2024-06-27,四川,平板,0
user_5712,男,42,2025-04-11,广东,平板,1
user_5713,男,29,2023-09-23,上海,手机,0
user_5714,女,42,2024-02-20,北京,平板,1
user_5715,男,34,2025-02-24,北京,电脑,0
user_5716,男,43,2024-04-29,上海,手机,1
user_5717,男,31,2024-06-25,浙江,电脑,1
user_5718,女,58,2024-07-09,广东,电脑,0
user_5719,男,53,2025-05-21,四川,电脑,0
user_5720,女,40,2024-11-20,四川,手机,0
user_5721,男,23,2024-01-17,广东,手机,0
user_5722,女,22,2023-09-04,浙江,电脑,1
user_5723,男,42,2024-11-05,浙江,平板,1
user_5724,男,35,2024-08-21,广东,电脑,0
user_5725,女,30,2024-04-22,广东,平板,0
user_5726,男,31,2023-11-16,四川,手机,1
user_5727,女,45,2024-04-09,广东,手机,0
user_5728,男,35,2025-05-13,四川,电脑,1
user_5729,男,45,2024-04-17,广东,电脑,1
user_5730,男,44,2024-04-07,浙江,平板,0
user_5731,女,49,2023-11-17,上海,手机,1
user_5732,男,26,2024-06-06,上海,电脑,1
user_5733,女,57,2023-07-30,广东,电脑,1
user_5734,女,49,2024-01-16,浙江,手机,0
user_5735,女,37,2024-06-01,北京,电脑,0
user_5736,男,45,2024-06-21,浙江,手机,0
user_5737,女,50,2024-01-16,北京,电脑,1
user_5738,女,21,2023-12-18,浙江,平板,0
user_5739,女,51,2025-04-06,北京,手机,0
user_5740,女,20,2024-01-20,广东,电脑,0
user_5741,男,43,2024-09-06,上海,电脑,1
user_5742,男,25,2023-08-12,广东,平板,1
user_5743,女,23,2023-10-21,上海,电脑,0
user_5744,男,33,2025-01-30,四川,手机,1
user_5745,女,41,2024-12-17,浙江,平板,1
user_5746,男,56,2024-11-25,浙江,手机,1
user_5747,男,47,2023-09-09,浙江,电脑,1
user_5748,女,30,2023-08-31,上海,手机,1
user_5749,女,22,2024-11-25,上海,手机,1
user_5750,男,42,2024-03-19,上海,电脑,0
user_5751,女,37,2025-03-14,浙江,电脑,0
user_5752,女,35,2024-08-19,四川,手机,0
user_5753,女,35,2024-05-12,四川,电脑,0
user_5754,女,19,2025-02-02,北京,电脑,1
user_5755,男,27,2024-09-26,上海,手机,1
user_5756,女,29,2023-12-19,上海,电脑,0
user_5757,女,30,2024-08-28,北京,平板,0
user_5758,女,28,2023-08-12,上海,平板,1
user_5759,男,36,2025-04-09,广东,平板,1
user_5760,女,52,2024-04-21,广东,手机,1
user_5761,男,56,2025-03-22,广东,电脑,1
user_5762,男,43,2024-08-04,浙江,平板,1
user_5763,女,31,2024-05-16,广东,电脑,1
user_5764,男,41,2024-08-14,浙江,手机,0
user_5765,男,58,2024-12-10,四川,电脑,0
user_5766,男,18,2025-04-29,浙江,手机,1
user_5767,男,39,2025-06-22,浙江,平板,0
user_5768,男,40,2024-06-28,北京,平板,0
user_5769,男,36,2024-09-12,上海,电脑,0
user_5770,男,35,2025-05-10,北京,电脑,1
user_5771,女,29,2023-12-26,浙江,平板,0
user_5772,女,45,2024-06-29,北京,电脑,0
user_5773,男,45,2024-02-13,广东,手机,1
user_5774,男,50,2023-08-26,广东,电脑,1
user_5775,男,36,2024-04-27,北京,电脑,0
user_5776,男,45,2025-05-27,浙江,平板,0
user_5777,男,54,2025-04-19,四川,手机,0
user_5778,男,43,2024-12-31,上海,平板,1
user_5779,男,52,2023-07-22,北京,电脑,0
user_5780,女,51,2024-07-19,广东,电脑,0
user_5781,男,52,2024-09-11,浙江,平板,0
user_5782,男,57,2025-05-25,浙江,电脑,0
user_5783,男,33,2024-07-31,北京,电脑,0
user_5784,女,55,2025-03-08,北京,电脑,0
user_5785,男,30,2024-09-11,广东,平板,0
user_5786,男,40,2024-12-03,上海,电脑,1
user_5787,男,39,2024-10-19,广东,电脑,1
user_5788,男,33,2023-10-18,北京,电脑,0
user_5789,女,45,2023-09-27,浙江,电脑,0
user_5790,男,52,2025-02-03,四川,手机,0
user_5791,女,25,2024-06-08,广东,电脑,0
user_5792,男,39,2023-11-07,广东,平板,1
user_5793,男,38,2023-11-02,四川,手机,0
user_5794,男,43,2023-12-07,浙江,平板,0
user_5795,女,57,2025-03-14,上海,平板,0
user_5796,男,38,2023-11-22,四川,手机,1
user_5797,男,42,2023-10-02,广东,平板,0
user_5798,女,58,2023-07-29,四川,电脑,0
user_5799,男,18,2024-05-19,浙江,平板,1
user_5800,女,23,2023-08-25,浙江,平板,1
user_5801,男,40,2024-12-07,浙江,手机,1
user_5802,女,40,2024-05-29,上海,平板,1
user_5803,女,40,2023-11-29,四川,平板,1
user_5804,男,49,2025-03-25,浙江,平板,0
user_5805,女,47,2024-10-25,广东,手机,1
user_5806,女,30,2023-10-18,广东,电脑,0
user_5807,男,35,2025-04-03,北京,平板,0
user_5808,男,40,2024-09-30,四川,手机,0
user_5809,男,32,2024-01-12,上海,手机,1
user_5810,女,50,2024-02-29,上海,平板,0
user_5811,女,38,2025-06-02,广东,平板,0
user_5812,男,56,2025-01-10,上海,手机,1
user_5813,男,40,2025-06-05,上海,手机,0
user_5814,男,44,2025-03-14,上海,手机,1
user_5815,男,35,2023-08-17,北京,手机,1
user_5816,女,41,2023-09-01,广东,手机,0
user_5817,男,57,2024-04-22,广东,电脑,1
user_5818,男,59,2024-08-31,上海,电脑,1
user_5819,男,24,2024-04-29,四川,手机,0
user_5820,男,37,2024-08-27,上海,电脑,0
user_5821,女,44,2024-03-05,上海,平板,1
user_5822,男,23,2025-04-21,北京,平板,0
user_5823,女,44,2024-01-26,四川,平板,0
user_5824,男,26,2024-08-02,上海,电脑,1
user_5825,男,48,2024-06-15,上海,平板,0
user_5826,女,38,2025-06-07,广东,平板,1
user_5827,女,43,2025-05-04,四川,平板,0
user_5828,男,57,2023-07-05,北京,手机,0
user_5829,女,30,2025-02-25,浙江,手机,0
user_5830,女,40,2024-12-21,浙江,电脑,1
user_5831,女,37,2024-10-21,上海,手机,0
user_5832,女,54,2024-09-24,上海,平板,1
user_5833,男,45,2024-08-04,四川,手机,1
user_5834,女,34,2025-02-22,四川,手机,0
user_5835,男,45,2024-05-16,浙江,电脑,0
user_5836,男,58,2023-09-21,北京,电脑,1
user_5837,男,19,2024-05-12,浙江,手机,1
user_5838,女,42,2023-10-20,浙江,电脑,0
user_5839,女,58,2023-10-19,广东,电脑,0
user_5840,男,23,2024-09-08,北京,平板,1
user_5841,男,28,2024-09-24,浙江,手机,0
user_5842,男,55,2024-09-20,四川,平板,0
user_5843,女,23,2025-02-04,广东,手机,1
user_5844,男,28,2025-06-24,上海,手机,0
user_5845,男,31,2023-09-11,广东,平板,0
user_5846,女,19,2025-06-13,广东,手机,1
user_5847,男,57,2023-09-16,广东,手机,0
user_5848,男,20,2024-09-05,四川,平板,0
user_5849,女,52,2025-02-20,上海,平板,0
user_5850,女,50,2023-09-12,浙江,平板,1
user_5851,男,41,2025-02-25,广东,电脑,0
user_5852,女,36,2024-02-03,广东,手机,0
user_5853,男,35,2025-04-29,四川,平板,0
user_5854,女,41,2024-08-15,广东,平板,0
user_5855,男,52,2025-05-09,北京,电脑,1
user_5856,女,18,2024-03-19,北京,电脑,1
user_5857,女,53,2025-05-07,四川,手机,0
user_5858,男,42,2024-05-10,上海,平板,1
user_5859,女,51,2024-01-17,北京,电脑,0
user_5860,男,42,2024-04-18,广东,电脑,1
user_5861,女,33,2024-11-15,广东,手机,1
user_5862,女,51,2024-07-07,四川,平板,0
user_5863,男,46,2024-09-12,广东,平板,1
user_5864,女,36,2024-10-10,上海,电脑,0
user_5865,男,40,2024-06-27,四川,电脑,1
user_5866,女,36,2023-07-25,上海,平板,0
user_5867,女,42,2023-11-06,广东,手机,1
user_5868,女,33,2024-01-25,北京,平板,1
user_5869,男,26,2024-05-03,四川,手机,0
user_5870,男,18,2023-10-15,广东,手机,0
user_5871,男,59,2024-10-18,广东,平板,1
user_5872,男,36,2024-10-10,广东,电脑,0
user_5873,女,50,2024-12-05,上海,平板,1
user_5874,男,51,2024-12-15,北京,手机,0
user_5875,男,33,2024-05-03,上海,电脑,0
user_5876,女,57,2023-07-26,四川,平板,0
user_5877,男,35,2024-04-28,北京,平板,1
user_5878,女,51,2025-05-16,上海,平板,1
user_5879,男,42,2025-05-08,上海,电脑,1
user_5880,男,23,2024-03-09,广东,电脑,0
user_5881,女,38,2024-12-13,浙江,手机,0
user_5882,男,23,2023-12-27,浙江,电脑,0
user_5883,男,49,2023-08-03,上海,平板,0
user_5884,男,58,2025-01-25,北京,平板,0
user_5885,男,56,2024-06-29,广东,手机,0
user_5886,男,48,2025-06-10,上海,电脑,1
user_5887,男,59,2024-01-20,北京,平板,0
user_5888,女,27,2025-05-22,北京,平板,0
user_5889,女,47,2024-04-10,北京,平板,0
user_5890,女,35,2023-07-11,浙江,平板,0
user_5891,女,41,2024-03-14,浙江,电脑,1
user_5892,男,26,2025-03-21,浙江,手机,1
user_5893,女,48,2025-03-03,上海,电脑,1
user_5894,男,32,2024-02-16,四川,平板,1
user_5895,男,21,2024-02-22,北京,平板,1
user_5896,男,57,2024-01-29,浙江,手机,0
user_5897,女,26,2025-04-10,浙江,手机,1
user_5898,女,26,2024-07-11,上海,手机,0
user_5899,男,43,2025-04-22,上海,电脑,0
user_5900,男,21,2024-12-17,四川,电脑,1
user_5901,男,34,2024-12-08,浙江,电脑,0
user_5902,男,33,2023-09-10,北京,电脑,1
user_5903,女,32,2025-04-30,广东,手机,0
user_5904,女,52,2023-12-20,上海,电脑,1
user_5905,女,22,2023-10-08,四川,电脑,1
user_5906,女,22,2024-02-14,北京,电脑,0
user_5907,女,37,2025-01-23,四川,电脑,0
user_5908,男,32,2024-06-04,广东,电脑,0
user_5909,女,35,2025-02-16,广东,电脑,0
user_5910,女,19,2025-03-28,北京,手机,1
user_5911,男,46,2024-03-01,上海,电脑,0
user_5912,男,30,2024-01-21,上海,电脑,0
user_5913,女,21,2025-01-12,广东,电脑,1
user_5914,男,59,2024-05-14,浙江,手机,0
user_5915,女,27,2024-10-07,广东,电脑,1
user_5916,男,48,2024-11-08,四川,电脑,1
user_5917,女,58,2023-09-03,四川,手机,0
user_5918,女,25,2023-11-18,广东,平板,1
user_5919,男,20,2024-06-03,浙江,手机,1
user_5920,男,26,2023-12-07,广东,平板,1
user_5921,男,47,2025-06-04,上海,平板,1
user_5922,女,28,2025-03-26,北京,平板,0
user_5923,男,52,2024-05-07,四川,电脑,0
user_5924,女,54,2025-01-21,广东,电脑,1
user_5925,男,59,2024-07-06,北京,电脑,1
user_5926,男,30,2025-02-04,广东,平板,0
user_5927,男,53,2024-07-31,四川,手机,1
user_5928,男,30,2025-04-29,广东,平板,1
user_5929,男,29,2024-04-11,广东,电脑,1
user_5930,男,54,2025-03-24,广东,手机,1
user_5931,女,27,2023-08-08,广东,手机,1
user_5932,男,26,2024-07-30,浙江,平板,1
user_5933,男,24,2025-03-01,四川,电脑,1
user_5934,女,19,2023-10-27,广东,电脑,1
user_5935,男,40,2023-08-15,浙江,手机,1
user_5936,男,56,2024-02-22,广东,平板,1
user_5937,男,57,2024-12-28,四川,电脑,0
user_5938,男,56,2024-07-23,上海,电脑,1
user_5939,男,38,2024-05-04,四川,手机,0
user_5940,女,40,2023-10-09,广东,手机,1
user_5941,女,46,2025-02-21,北京,电脑,0
user_5942,女,31,2025-04-17,浙江,电脑,0
user_5943,女,43,2024-08-06,北京,手机,0
user_5944,女,22,2025-05-08,广东,电脑,0
user_5945,男,48,2024-09-09,北京,电脑,1
user_5946,女,42,2023-07-18,上海,手机,1
user_5947,女,48,2023-11-07,北京,平板,0
user_5948,男,37,2023-11-22,上海,电脑,1
user_5949,女,34,2025-05-05,四川,平板,1
user_5950,男,19,2025-04-02,四川,手机,1
user_5951,女,42,2023-11-28,广东,手机,1
user_5952,男,30,2025-04-06,浙江,电脑,0
user_5953,女,56,2023-08-09,上海,电脑,0
user_5954,女,45,2024-01-05,浙江,手机,1
user_5955,女,59,2023-07-21,北京,平板,1
user_5956,男,23,2024-06-14,上海,手机,1
user_5957,男,20,2023-08-04,广东,平板,1
user_5958,男,52,2025-06-08,四川,电脑,1
user_5959,男,35,2024-03-31,浙江,电脑,0
user_5960,男,28,2024-12-24,北京,手机,1
user_5961,男,37,2023-11-27,四川,平板,0
user_5962,女,22,2024-01-24,上海,平板,0
user_5963,男,36,2024-04-07,四川,平板,0
user_5964,女,39,2025-03-26,北京,平板,0
user_5965,女,36,2024-06-20,广东,手机,0
user_5966,女,33,2024-07-22,北京,电脑,0
user_5967,女,41,2024-04-29,广东,平板,1
user_5968,男,58,2024-10-31,浙江,平板,1
user_5969,男,21,2025-06-11,北京,手机,0
user_5970,男,32,2023-09-30,上海,电脑,1
user_5971,男,42,2024-12-06,北京,电脑,1
user_5972,女,52,2023-07-19,浙江,手机,1
user_5973,男,31,2023-12-30,北京,平板,1
user_5974,女,36,2024-04-10,上海,手机,1
user_5975,女,55,2024-07-09,四川,平板,0
user_5976,女,53,2024-09-29,上海,平板,1
user_5977,男,24,2024-06-06,北京,平板,0
user_5978,男,47,2023-11-10,浙江,平板,0
user_5979,女,36,2025-05-02,浙江,平板,0
user_5980,女,42,2024-06-28,浙江,平板,1
user_5981,男,33,2024-09-23,北京,电脑,0
user_5982,男,57,2024-08-27,浙江,平板,1
user_5983,男,25,2024-03-23,四川,手机,1
user_5984,男,35,2024-03-19,上海,电脑,0
user_5985,男,45,2023-10-31,浙江,手机,0
user_5986,女,33,2025-04-06,广东,手机,1
user_5987,男,36,2025-05-20,上海,手机,0
user_5988,男,59,2024-01-12,浙江,手机,1
user_5989,男,34,2025-01-27,四川,手机,1
user_5990,男,30,2025-04-01,广东,电脑,1
user_5991,男,24,2024-12-12,北京,电脑,0
user_5992,女,44,2023-09-04,四川,手机,1
user_5993,女,27,2024-02-02,北京,手机,1
user_5994,男,51,2023-07-17,浙江,平板,0
user_5995,女,53,2024-04-21,北京,手机,1
user_5996,女,42,2023-08-03,浙江,手机,0
user_5997,男,23,2023-10-30,四川,手机,0
user_5998,男,41,2025-04-19,四川,手机,1
user_5999,男,35,2024-09-12,上海,电脑,0
user_6000,女,40,2025-02-20,广东,电脑,0
user_6001,女,23,2023-12-09,四川,电脑,0
user_6002,女,46,2025-04-21,广东,平板,1
user_6003,男,42,2023-12-14,北京,手机,0
user_6004,女,34,2024-11-09,上海,电脑,0
user_6005,女,41,2023-12-17,上海,电脑,0
user_6006,男,28,2024-12-03,上海,手机,1
user_6007,女,43,2023-12-03,上海,手机,0
user_6008,女,51,2024-01-21,四川,电脑,1
user_6009,男,45,2024-11-13,上海,平板,1
user_6010,女,20,2024-05-09,北京,手机,1
user_6011,男,28,2024-07-28,浙江,电脑,0
user_6012,女,55,2023-07-11,北京,电脑,1
user_6013,男,31,2025-04-27,浙江,电脑,0
user_6014,女,43,2025-02-21,广东,电脑,0
user_6015,男,38,2025-02-11,浙江,平板,1
user_6016,男,56,2024-12-06,北京,电脑,1
user_6017,女,47,2023-07-02,上海,平板,1
user_6018,女,25,2024-06-28,浙江,电脑,0
user_6019,男,37,2025-06-02,上海,手机,1
user_6020,男,49,2023-10-06,浙江,电脑,1
user_6021,女,39,2024-11-09,广东,平板,0
user_6022,男,24,2023-11-07,广东,平板,1
user_6023,女,26,2024-10-04,上海,手机,0
user_6024,女,18,2025-03-09,上海,平板,1
user_6025,男,46,2023-07-02,上海,电脑,0
user_6026,男,25,2023-12-16,浙江,电脑,1
user_6027,男,21,2024-01-08,浙江,平板,1
user_6028,男,52,2024-10-10,上海,电脑,1
user_6029,男,20,2025-03-12,四川,平板,0
user_6030,男,57,2024-02-18,广东,平板,1
user_6031,女,24,2024-12-30,四川,平板,1
user_6032,女,44,2024-12-27,浙江,平板,0
user_6033,女,18,2024-11-06,浙江,手机,1
user_6034,男,44,2024-01-25,上海,电脑,0
user_6035,男,33,2024-05-20,四川,电脑,0
user_6036,男,55,2025-05-21,广东,手机,0
user_6037,男,24,2024-04-13,上海,手机,1
user_6038,男,40,2025-04-17,北京,手机,0
user_6039,女,58,2024-03-22,广东,手机,1
user_6040,女,28,2024-06-16,上海,平板,0
user_6041,女,59,2024-01-07,上海,手机,1
user_6042,男,50,2023-12-12,上海,电脑,0
user_6043,男,53,2024-06-22,上海,平板,1
user_6044,女,54,2024-02-15,上海,平板,1
user_6045,男,58,2024-12-02,北京,平板,1
user_6046,女,34,2024-08-03,浙江,电脑,0
user_6047,男,52,2025-03-27,广东,手机,1
user_6048,男,22,2024-10-22,北京,平板,0
user_6049,男,49,2024-04-29,广东,手机,0
user_6050,女,20,2024-09-21,浙江,电脑,0
user_6051,女,52,2023-09-13,四川,平板,1
user_6052,男,31,2023-07-01,四川,平板,0
user_6053,女,48,2024-07-27,浙江,平板,0
user_6054,男,48,2024-11-21,北京,电脑,1
user_6055,男,34,2025-04-10,北京,电脑,1
user_6056,女,41,2025-04-07,北京,平板,1
user_6057,女,40,2024-04-11,浙江,手机,1
user_6058,男,35,2024-09-04,广东,手机,1
user_6059,女,31,2024-11-09,广东,手机,0
user_6060,女,32,2024-09-29,上海,手机,0
user_6061,女,32,2024-10-11,四川,电脑,1
user_6062,男,23,2024-01-31,北京,手机,1
user_6063,女,44,2024-02-12,浙江,手机,0
user_6064,男,32,2024-12-08,浙江,电脑,0
user_6065,男,53,2023-09-17,浙江,手机,0
user_6066,男,25,2024-07-04,上海,平板,1
user_6067,男,32,2023-08-14,四川,手机,1
user_6068,男,20,2024-03-13,上海,电脑,0
user_6069,男,30,2024-01-26,广东,平板,0
user_6070,女,58,2024-11-04,广东,电脑,1
user_6071,女,51,2024-03-04,四川,平板,0
user_6072,女,41,2025-04-25,浙江,电脑,0
user_6073,女,57,2024-01-27,四川,电脑,0
user_6074,男,49,2024-01-14,广东,手机,0
user_6075,女,49,2024-11-16,浙江,电脑,0
user_6076,男,47,2024-12-29,浙江,平板,0
user_6077,女,30,2025-05-19,北京,电脑,0
user_6078,男,18,2024-11-13,四川,平板,1
user_6079,男,51,2024-02-13,广东,电脑,1
user_6080,男,32,2023-11-19,广东,手机,0
user_6081,女,31,2023-10-20,四川,手机,1
user_6082,女,46,2024-07-31,四川,平板,0
user_6083,男,51,2025-02-09,广东,电脑,1
user_6084,女,35,2023-12-29,四川,电脑,1
user_6085,男,24,2025-05-24,四川,平板,0
user_6086,女,46,2023-08-09,北京,平板,1
user_6087,女,48,2025-03-12,北京,手机,1
user_6088,男,42,2025-04-21,四川,手机,0
user_6089,女,55,2025-03-10,广东,电脑,0
user_6090,女,31,2025-03-16,北京,手机,0
user_6091,男,25,2024-10-04,北京,平板,0
user_6092,男,44,2024-05-04,四川,电脑,1
user_6093,男,19,2024-11-20,北京,手机,1
user_6094,女,34,2024-02-29,广东,平板,0
user_6095,女,54,2024-12-05,四川,平板,0
user_6096,男,31,2023-10-12,浙江,电脑,0
user_6097,女,42,2025-01-06,北京,电脑,1
user_6098,女,47,2023-07-15,四川,手机,0
user_6099,男,46,2024-11-16,广东,平板,1
